Container Description,Container Type,Genres,Artists,Play Count,Duration_Hours
Tems - Not An Angel - Single,ALBUM,"Music, R&B/Soul",Tems,2,0.10314055555555555
Asake & Central Cee - Wave - Single,ALBUM,"African, Afrobeats, Music","Asake, Central Cee",1,0.0570175
Asake & Central Cee - Wave - Single,ALBUM,"African, Afrobeats, Music","Asake, Central Cee",1,0.016063055555555556
Asake & Central Cee - Wave - Single,ALBUM,"African, Afrobeats, Music","Asake, Central Cee",1,0.01565638888888889
Asake & Central Cee - Wave - Single,ALBUM,"African, Afrobeats, Music","Asake, Central Cee",1,0.0570175
Young Thug - Hear No Evil - Single,ALBUM,"Hip Hop/Rap, Music",Young Thug,2,0.09370416666666667
Young Thug - Hear No Evil - Single,ALBUM,"Hip Hop/Rap, Music",Young Thug,2,0.051541666666666666
fakemink - The Boy who cried Terrified .,ALBUM,"Hip Hop/Rap, Music",fakemink,4,0.08784
fakemink - The Boy who cried Terrified .,ALBUM,"Hip Hop/Rap, Music",fakemink,2,0.05601888888888889
Krept & Konan - 7 Nights,ALBUM,"Hip Hop/Rap, Music",Krept & Konan,1,0.02995611111111111
Krept & Konan - 7 Nights,ALBUM,"Hip Hop/Rap, Music",Krept & Konan,3,0.11344472222222222
Tems - If Orange Was A Place (Apple Music Edition) - EP,ALBUM,"African, Alte, Music",Tems,2,0.1414761111111111
Audiomarc - Audio Czzle (feat. Nasty C) - Single,ALBUM,"Hip Hop/Rap, Music",Audiomarc,3,0.09751194444444444
Audiomarc - Audio Czzle (feat. Nasty C) - Single,ALBUM,"Hip Hop/Rap, Music",Audiomarc,2,0.04229555555555556
Dave & Tiakola - Meridian & Special - Single,ALBUM,"Hip Hop/Rap, Music","Dave, Tiakola",2,0.139585
fakemink - Look at Me - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.018066944444444445
fakemink - Look at Me - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.033973055555555555
fakemink - Look at Me - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.022126666666666666
fakemink - Look at Me - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.030172777777777778
fakemink - Look at Me - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.03388888888888889
Asian Kung-Fu Generation - 君繋ファイブエム,ALBUM,"Music, Rock",Asian Kung-Fu Generation,2,0.049437777777777775
Asian Kung-Fu Generation - 君繋ファイブエム,ALBUM,"Music, Rock",Asian Kung-Fu Generation,3,0.08808111111111111
Burna Boy - African Giant,ALBUM,"African, Afrobeats, Music, World",Burna Boy,4,0.12516222222222223
Burna Boy - African Giant,ALBUM,"African, Afrobeats, Music, World",Burna Boy,1,0.011953333333333333
Mk.gee - A Museum Of Contradiction,ALBUM,"Alternative, Music",Mk.gee,2,0.13571583333333334
JAY1 - One Wave,ALBUM,"Hip Hop/Rap, Music",JAY1,2,0.09805944444444445
JAY1 - One Wave,ALBUM,"Hip Hop/Rap, Music",JAY1,1,0.032233055555555556
YoungBoy Never Broke Again - Realer 2,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,6,0.13022111111111112
Future & Young Thug - SUPER SLIMEY Radio,RADIO,"Hip Hop/Rap, Music","A$AP Rocky, Playboi Carti, YoungBoy Never Broke Again",3,0.12979888888888888
Kanye West - Donda (Deluxe),ALBUM,"Hip Hop/Rap, Music",Kanye West,2,0.12614638888888888
Gryffin - Best Is Yet To Come (feat. Kyle Reynolds) - Single,ALBUM,"Dance, Music",Gryffin,1,0.02582638888888889
Gryffin - Best Is Yet To Come (feat. Kyle Reynolds) - Single,ALBUM,"Dance, Music",Gryffin,1,0.0233075
Gryffin - Best Is Yet To Come (feat. Kyle Reynolds) - Single,ALBUM,"Dance, Music",Gryffin,1,0.05227916666666667
Gryffin - Best Is Yet To Come (feat. Kyle Reynolds) - Single,ALBUM,"Dance, Music",Gryffin,2,0.024413333333333332
Rema - Bout U - Single,ALBUM,"African, Afrobeats, Music",Rema,1,0.021391944444444446
Rema - Bout U - Single,ALBUM,"African, Afrobeats, Music",Rema,3,0.10406638888888889
Dave - Titanium & Mercury - Single,ALBUM,"Hip Hop/Rap, Music","Dave, Kamal.",2,0.125
Lancey Foux - FRIEND OR FOUX,ALBUM,"Hip Hop/Rap, Hip-Hop, Music",Lancey Foux,4,0.12458416666666666
Feng - Who do u wanna be - Single,ALBUM,"Hip Hop/Rap, Music",Feng,1,0.020740833333333333
Feng - Who do u wanna be - Single,ALBUM,"Hip Hop/Rap, Music",Feng,3,0.06148861111111111
Feng - Who do u wanna be - Single,ALBUM,"Hip Hop/Rap, Music",Feng,2,0.023199166666666667
Feng - Who do u wanna be - Single,ALBUM,"Hip Hop/Rap, Music",Feng,1,0.01825
A$AP Rocky - LIVE.LOVE.A$AP,ALBUM,"Hip Hop/Rap, Music",A$AP Rocky,3,0.1208975
9090gate - Santa Claws (Parody) - Single,ALBUM,"Hip Hop/Rap, Music",9090gate,2,0.04543055555555556
9090gate - Santa Claws (Parody) - Single,ALBUM,"Hip Hop/Rap, Music",9090gate,2,0.025955555555555555
9090gate - Santa Claws (Parody) - Single,ALBUM,"Hip Hop/Rap, Music",9090gate,1,0.0208425
9090gate - Santa Claws (Parody) - Single,ALBUM,"Hip Hop/Rap, Music",9090gate,1,0.02461111111111111
Sarz - Protect Sarz At All Costs,ALBUM,"African, Afro-Beat, Music","Asake, Sarz, Skillibeng, Wizkid",1,0.04126388888888889
Sarz - Protect Sarz At All Costs,ALBUM,"African, Afro-Beat, Music","Asake, Sarz, Skillibeng, Wizkid",3,0.07244194444444445
fakemink - Not Today - Single Radio,RADIO,"Hip Hop/Rap, Music, Rap","EsDeeKid, Rico Ace",1,0.030488611111111112
fakemink - Not Today - Single Radio,RADIO,"Hip Hop/Rap, Music","Feng, Playboi Carti",2,0.03898444444444445
fakemink - Not Today - Single Radio,RADIO,"Hip Hop/Rap, Music, Rap",YT,1,0.025881388888888888
fakemink - Not Today - Single Radio,RADIO,"Hip Hop/Rap, Music","Future, Gunna",1,0.018242777777777778
fakemink - Mink - Single Radio,RADIO,"Hip Hop/Rap, Music, Rap","EsDeeKid, Fimiguerrero, Rico Ace, YT",3,0.11319916666666667
RnBoi - MON BÉBÉ - Single,ALBUM,"Music, R&B/Soul",RnBoi,1,0.028090555555555556
RnBoi - MON BÉBÉ - Single,ALBUM,"Music, R&B/Soul",RnBoi,1,0.026903055555555555
RnBoi - MON BÉBÉ - Single,ALBUM,"Music, R&B/Soul",RnBoi,1,0.021331666666666665
RnBoi - MON BÉBÉ - Single,ALBUM,"Music, R&B/Soul",RnBoi,1,0.036338333333333334
Young Jonn - Xtra Cool - Single Radio,RADIO,"African, Afro-fusion, Afrobeats, Amapiano, Music","Asake, BNXN, Burna Boy",3,0.11204083333333334
Gazo & Tiakola - LA MELO EST GANGX,ALBUM,"Hip Hop/Rap, Music, Rap","Gazo, Skread, Tiakola",1,0.03595138888888889
Gazo & Tiakola - LA MELO EST GANGX,ALBUM,"Hip Hop/Rap, Music, Rap","Gazo, Skread, Tiakola",1,0.034625833333333335
Gazo & Tiakola - LA MELO EST GANGX,ALBUM,"Hip Hop/Rap, Music, Rap","Gazo, Skread, Tiakola",1,0.04073916666666667
Dave - PSYCHODRAMA,ALBUM,"Hip Hop/Rap, Music",Dave,2,0.09493083333333334
Dave - PSYCHODRAMA,ALBUM,"Hip Hop/Rap, Music",Dave,1,0.01614861111111111
"Culture Jam, YoungBoy Never Broke Again & Rod Wave - Everything Different - Single",ALBUM,"Hip Hop/Rap, Music","Culture Jam, Rod Wave, YoungBoy Never Broke Again",1,0.05416666666666667
"Culture Jam, YoungBoy Never Broke Again & Rod Wave - Everything Different - Single",ALBUM,"Hip Hop/Rap, Music","Culture Jam, Rod Wave, YoungBoy Never Broke Again",1,0.05416666666666667
Dave & Fredo - Funky Friday - Single,ALBUM,"Hip Hop/Rap, Music","Dave, Fredo",3,0.10779472222222222
EsDeeKid & Rico Ace - Phantom - Single,ALBUM,"Hip Hop/Rap, Music, Rap","EsDeeKid, Rico Ace",2,0.05390305555555556
EsDeeKid & Rico Ace - Phantom - Single,ALBUM,"Hip Hop/Rap, Music, Rap","EsDeeKid, Rico Ace",3,0.053836944444444444
Asake - Lungu Boy,ALBUM,"African, Afrobeats, Music",Asake,1,0.0475
Asake - Lungu Boy,ALBUM,"African, Afrobeats, Music",Asake,1,0.022667777777777776
Asake - Lungu Boy,ALBUM,"African, Afrobeats, Music",Asake,1,0.020566666666666667
Asake - Lungu Boy,ALBUM,"African, Afrobeats, Music",Asake,1,0.016670833333333333
Destroy Lonely - NS+ (ULTRA),ALBUM,"Hip Hop/Rap, Hip-Hop, Music",Destroy Lonely,3,0.10681027777777778
S1mba - Good Time Long Time,ALBUM,"Hip Hop/Rap, Music",S1mba,3,0.10651444444444444
"Mack H.D, Oga Silachi & Mmzy - Stallin' - Single",ALBUM,"African, Afro-Beat, Music",Mack H.D,4,0.10566638888888889
Len - MAKE BRITAIN S3XY AGAIN - Single Radio,RADIO,"African, Afrobeats, Music","Asake, Wizkid",1,0.060833333333333336
Len - MAKE BRITAIN S3XY AGAIN - Single Radio,RADIO,"Hip Hop/Rap, Music",Fimiguerrero,1,0.0446
Rapman & Sillkey - Supacell (Soundtrack from the Netflix Series),ALBUM,"Hip Hop/Rap, Music, Soundtrack",Digga D,1,0.050119166666666666
Rapman & Sillkey - Supacell (Soundtrack from the Netflix Series),ALBUM,"Hip Hop/Rap, Music, Soundtrack",Digga D,1,0.040203888888888886
Rapman & Sillkey - Supacell (Soundtrack from the Netflix Series),ALBUM,"Hip Hop/Rap, Music, Soundtrack",Digga D,1,0.01435138888888889
TR Gobrazy - ZEZE - EP,ALBUM,"Hip Hop/Rap, Music",TR Gobrazy,1,0.01389611111111111
TR Gobrazy - ZEZE - EP,ALBUM,"Hip Hop/Rap, Music",TR Gobrazy,3,0.07821027777777778
TR Gobrazy - ZEZE - EP,ALBUM,"Hip Hop/Rap, Music",TR Gobrazy,1,0.012094722222222222
A$AP Rocky - TESTING,ALBUM,"Hip Hop/Rap, Music",A$AP Rocky,1,0.06722222222222222
A$AP Rocky - TESTING,ALBUM,"Hip Hop/Rap, Music",A$AP Rocky,2,0.03612888888888889
Tiakola - Mélo,ALBUM,"Hip Hop/Rap, Music",Tiakola,1,0.010726944444444445
Tiakola - Mélo,ALBUM,"Hip Hop/Rap, Music",Tiakola,1,0.050848055555555556
Tiakola - Mélo,ALBUM,"Hip Hop/Rap, Music",Tiakola,1,0.04145611111111111
Young Thug - Barter 6,ALBUM,"Hip Hop/Rap, Music",Young Thug,1,0.1022813888888889
YoungBoy Never Broke Again - Richest Opp,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,1,0.019283333333333333
YoungBoy Never Broke Again - Richest Opp,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,3,0.08291611111111111
Clairo - Immunity,ALBUM,"Alternative, Music",Clairo,2,0.10194777777777778
Jeune Morty - En Attendant Eponyme - EP,ALBUM,"Hip Hop/Rap, Music",Jeune Morty,1,0.011857777777777778
Jeune Morty - En Attendant Eponyme - EP,ALBUM,"Hip Hop/Rap, Music",Jeune Morty,2,0.06877305555555556
Jeune Morty - En Attendant Eponyme - EP,ALBUM,"Hip Hop/Rap, Music",Jeune Morty,1,0.021006666666666667
Future & Young Thug - SUPER SLIMEY,ALBUM,"Hip Hop/Rap, Music","Future, Young Thug",2,0.10100833333333334
YoungBoy Never Broke Again - Realer,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,3,0.10060222222222222
Jim Legxacy - stick - Single,ALBUM,"Hip Hop/Rap, Music",Jim Legxacy,1,0.03866861111111111
Jim Legxacy - stick - Single,ALBUM,"Hip Hop/Rap, Music",Jim Legxacy,1,0.03865805555555556
Jim Legxacy - stick - Single,ALBUM,"Hip Hop/Rap, Music",Jim Legxacy,1,0.02323611111111111
Skepta - Ignorance Is Bliss,ALBUM,"Hip Hop/Rap, Music","Nafe Smallz, Skepta",2,0.09935666666666666
My Shazam Tracks,PLAYLIST,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,1,0.008962777777777778
My Shazam Tracks,PLAYLIST,"Adult Contemporary, Dance, Music, Pop, R&B/Soul, Teen Pop",Jessica Simpson,1,0.05291972222222222
My Shazam Tracks,PLAYLIST,"K-Pop, Music, Pop",TAEYEON,1,0.03698194444444444
fakemink - Can't Let Go - Single Radio,RADIO,"Hip Hop/Rap, Music","Fimiguerrero, Playboi Carti",2,0.08693277777777778
fakemink - Can't Let Go - Single Radio,RADIO,"Hip Hop/Rap, Music",Playboi Carti,1,0.011836111111111111
ewshem - Uhh - Single,ALBUM,"Hip Hop/Rap, Music",ewshem,1,0.01091388888888889
ewshem - Uhh - Single,ALBUM,"Hip Hop/Rap, Music",ewshem,1,0.02118888888888889
ewshem - Uhh - Single,ALBUM,"Hip Hop/Rap, Music",ewshem,2,0.03249722222222222
ewshem - Uhh - Single,ALBUM,"Hip Hop/Rap, Music",ewshem,1,0.033951944444444444
Lancey Foux - LIFE IN HELL,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",Lancey Foux,1,0.04696694444444444
Lancey Foux - LIFE IN HELL,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",Lancey Foux,1,0.05127444444444444
Pa Salieu - Belly - Single,ALBUM,"Hip Hop/Rap, Music",Pa Salieu,1,0.04888888888888889
Pa Salieu - Belly - Single,ALBUM,"Hip Hop/Rap, Music",Pa Salieu,1,0.04866444444444445
Seyi Vibez & Omah Lay - MY HEALER - Single,ALBUM,"African, Afrobeats, Music","Omah Lay, Seyi Vibez",2,0.03781388888888889
Seyi Vibez & Omah Lay - MY HEALER - Single,ALBUM,"African, Afrobeats, Music","Omah Lay, Seyi Vibez",1,0.043651944444444445
Seyi Vibez & Omah Lay - MY HEALER - Single,ALBUM,"African, Afrobeats, Music","Omah Lay, Seyi Vibez",1,0.013996666666666666
Len - what’s the budget? - Single,ALBUM,"Hip Hop/Rap, Music, Rap",Len,1,0.024926666666666666
Len - what’s the budget? - Single,ALBUM,"Hip Hop/Rap, Music, Rap",Len,1,0.027053055555555556
Len - what’s the budget? - Single,ALBUM,"Hip Hop/Rap, Music, Rap",Len,1,0.027053055555555556
Len - what’s the budget? - Single,ALBUM,"Hip Hop/Rap, Music, Rap",Len,1,0.01565722222222222
24hrs - Plus 1 (feat. Nasty C) - Single,ALBUM,"Dance, House, Music",24hrs,4,0.09314444444444445
Clams Casino - Instrumental Relics,ALBUM,"Electronic, Music",Clams Casino,2,0.055799166666666664
Clams Casino - Instrumental Relics,ALBUM,"Electronic, Music",Clams Casino,1,0.036303888888888886
Ruff Sqwad - White Label Classics,ALBUM,"Dance, Electronic, Hip Hop/Rap, Jazz, Music, Rap",Ruff Sqwad,1,0.024043055555555557
Ruff Sqwad - White Label Classics,ALBUM,"Dance, Electronic, Hip Hop/Rap, Jazz, Music, Rap",Ruff Sqwad,2,0.05377333333333333
Ruff Sqwad - White Label Classics,ALBUM,"Dance, Electronic, Hip Hop/Rap, Jazz, Music, Rap",Ruff Sqwad,1,0.013819722222222223
Sampha - Dual - EP Radio,RADIO,"Hip Hop/Rap, Hip-Hop, Music","Childish Gambino, Young Thug",2,0.091605
A$AP Rocky - pray4dagang (feat. KayCyy) - Single,ALBUM,"Hip Hop/Rap, Music, Rap",A$AP Rocky,2,0.07647083333333334
A$AP Rocky - pray4dagang (feat. KayCyy) - Single,ALBUM,"Hip Hop/Rap, Music, Rap",A$AP Rocky,1,0.014493333333333334
2hollis - 2,ALBUM,"Electronic, Music",2hollis,1,0.023128333333333334
2hollis - 2,ALBUM,"Electronic, Music",2hollis,2,0.06727166666666666
Rema - Addicted Radio,RADIO,"African, Afro-Pop, Afrobeats, Music, World","BNXN, JAE5, Omah Lay",2,0.088425
J Hus - Beautiful And Brutal Yard,ALBUM,"Hip Hop/Rap, Music",J Hus,1,0.043944444444444446
J Hus - Beautiful And Brutal Yard,ALBUM,"Hip Hop/Rap, Music",J Hus,1,0.04388888888888889
Rexxie & Zinoleesky - NO MORE CONDITION - Single,ALBUM,"African, Afrobeats, Music","Rexxie, Zinoleesky",2,0.061261666666666666
Rexxie & Zinoleesky - NO MORE CONDITION - Single,ALBUM,"African, Afrobeats, Music","Rexxie, Zinoleesky",1,0.02638527777777778
ewshem - Uhh - Single Radio,RADIO,"African, Afro-Pop, Hip Hop/Rap, Music","163Margs, oSHAMO",2,0.08710194444444444
Yaego - The Sensation - Single,ALBUM,"Electronic, Music",Yaego,1,0.03310638888888889
Yaego - The Sensation - Single,ALBUM,"Electronic, Music",Yaego,1,0.037546666666666666
Yaego - The Sensation - Single,ALBUM,"Electronic, Music",Yaego,1,0.01631611111111111
fakemink - Disco Biscuit - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,2,0.05434194444444444
fakemink - Disco Biscuit - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.03136055555555556
Murda Beatz & Lancey Foux - White Tee - Single,ALBUM,"Hip Hop/Rap, Music","Lancey Foux, Murda Beatz",1,0.026086388888888888
Murda Beatz & Lancey Foux - White Tee - Single,ALBUM,"Hip Hop/Rap, Music","Lancey Foux, Murda Beatz",1,0.031578888888888886
Murda Beatz & Lancey Foux - White Tee - Single,ALBUM,"Hip Hop/Rap, Music","Lancey Foux, Murda Beatz",1,0.01725611111111111
Murda Beatz & Lancey Foux - White Tee - Single,ALBUM,"Hip Hop/Rap, Music","Lancey Foux, Murda Beatz",1,0.009879722222222222
Davido - 5ive,ALBUM,"Music, R&B/Soul",Davido,2,0.04499638888888889
Davido - 5ive,ALBUM,"Music, R&B/Soul",Davido,1,0.02614722222222222
Davido - 5ive,ALBUM,"Music, R&B/Soul",Davido,1,0.012942222222222223
Central Cee - LA Leakers Freestyle - Single,ALBUM,"Hip Hop/Rap, Music",Central Cee,2,0.08356333333333334
L2B - Nés Pour Briller : Book I,ALBUM,"Hip Hop/Rap, Music",L2B,1,0.023746666666666666
L2B - Nés Pour Briller : Book I,ALBUM,"Hip Hop/Rap, Music","KLN, L2B",2,0.05943416666666667
OsamaSon - Flex Musix,ALBUM,"Hip Hop/Rap, Music",OsamaSon,1,0.009559444444444445
OsamaSon - Flex Musix,ALBUM,"Hip Hop/Rap, Music",OsamaSon,2,0.04131527777777778
OsamaSon - Flex Musix,ALBUM,"Hip Hop/Rap, Music",OsamaSon,1,0.032211111111111114
Young Jonn - Xtra Cool - Single,ALBUM,"African, Afrobeats, Music",Young Jonn,1,0.08214888888888888
BNXN & Rema - Fi Kan We Kan - Single,ALBUM,"African, Afrobeats, Music","BNXN, Rema",2,0.0818925
The Weeknd - House of Balloons (Original),ALBUM,"Music, R&B/Soul",The Weeknd,3,0.08117333333333333
T Mulla - In the City - Single,ALBUM,"African, Afrobeats, Music",T Mulla,1,0.021721666666666667
T Mulla - In the City - Single,ALBUM,"African, Afrobeats, Music",T Mulla,2,0.0589275
Pa Salieu - Say So - Single,ALBUM,"Hip Hop/Rap, Music, R&B/Soul",Pa Salieu,2,0.08026555555555556
bib sama. & TayoLoxs - LAYOVER - Single,ALBUM,"Hip Hop/Rap, Music","TayoLoxs, bib sama., salski2x",1,0.009059166666666667
bib sama. & TayoLoxs - LAYOVER - Single,ALBUM,"Hip Hop/Rap, Music","TayoLoxs, bib sama., salski2x",2,0.07080083333333333
Miranda! & NICKI NICOLE - Hace Rato - Single,ALBUM,"Latin, Music, Pop in Spanish","Miranda!, NICKI NICOLE",1,0.036145555555555556
Miranda! & NICKI NICOLE - Hace Rato - Single,ALBUM,"Latin, Music, Pop in Spanish","Miranda!, NICKI NICOLE",1,0.04310611111111111
Kanye West - Donda,ALBUM,"Hip Hop/Rap, Music",Kanye West,2,0.07767972222222222
Galileo Galilei - 青い栞 - Single,ALBUM,"Anime, Music",Galileo Galilei,1,0.07688361111111111
Arijit Singh & Nikhita Gandhi - Qaafirana Radio,RADIO,"Bollywood, Hip Hop/Rap, Hip-Hop, Indian, Music","AP Dhillon, Amitabh Bhattacharya, Arijit Singh, Pritam, Sachin-Jigar",3,0.07641944444444444
PARTYNEXTDOOR - COLOURS,ALBUM,"Music, R&B/Soul",PARTYNEXTDOOR,1,0.07503694444444445
Asian Kung-Fu Generation - ファンクラブ,ALBUM,"Music, Rock",Asian Kung-Fu Generation,1,0.03406638888888889
Asian Kung-Fu Generation - ファンクラブ,ALBUM,"Music, Rock",Asian Kung-Fu Generation,1,0.040633333333333334
YoungBoy Never Broke Again - Proud of Myself - Single,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,1,0.05432111111111111
YoungBoy Never Broke Again - Proud of Myself - Single,ALBUM,"Hip Hop/Rap, Music",YoungBoy Never Broke Again,1,0.019858333333333332
Ken Carson - Naked Radio,RADIO,"Hip Hop/Rap, Music",Playboi Carti,2,0.0732625
LUCKI - Almost Back - Single,ALBUM,"Hip Hop/Rap, Music",LUCKI,3,0.07299972222222222
ST - Pcd Onda Backroad - Single,ALBUM,"Hip Hop/Rap, Music",ST,1,0.04834833333333333
ST - Pcd Onda Backroad - Single,ALBUM,"Hip Hop/Rap, Music",ST,1,0.015277222222222222
ST - Pcd Onda Backroad - Single,ALBUM,"Hip Hop/Rap, Music",ST,1,0.009258055555555556
Quando Rondo & YoungBoy Never Broke Again - 3860,ALBUM,"Hip Hop/Rap, Music","Quando Rondo, YoungBoy Never Broke Again",2,0.07263861111111111
Wale - SHINE,ALBUM,"Hip Hop/Rap, Music",Wale,1,0.072485
163Margs - All Eyes On Me - Single,ALBUM,"Hip Hop/Rap, Music",163Margs,2,0.039114166666666665
163Margs - All Eyes On Me - Single,ALBUM,"Hip Hop/Rap, Music",163Margs,1,0.03301361111111111
YT - OI! Radio,RADIO,"Hip Hop/Rap, Music, Rap","Fimiguerrero, Playboi Carti, Sherifflazone",2,0.07133194444444445
Bastille - Wild World (Complete Edition),ALBUM,"Alternative, Music",Bastille,2,0.07079555555555556
Pa Salieu - Send Them To Coventry,ALBUM,"Hip Hop/Rap, Music",Pa Salieu,1,0.019974722222222224
Pa Salieu - Send Them To Coventry,ALBUM,"Hip Hop/Rap, Music",Pa Salieu,1,0.0507
FOLA - catharsis Radio,RADIO,"African, Afrobeats, Music",Ayra Starr,1,0.028728333333333335
FOLA - catharsis Radio,RADIO,"African, Afro-fusion, Music",Burna Boy,1,0.01973638888888889
FOLA - catharsis Radio,RADIO,"African, Afrobeats, Amapiano, Music",Asake,1,0.022141388888888888
Coldplay - A Head Full of Dreams,ALBUM,"Alternative, Music",Coldplay,1,0.07057888888888889
Davido - Timeless,ALBUM,"African, Afrobeats, Music",Davido,2,0.02377861111111111
Davido - Timeless,ALBUM,"African, Afrobeats, Music",Davido,2,0.045785
Tobii - Hotel Lobby - Single,ALBUM,"Music, R&B/Soul",Tobii,1,0.05567388888888889
Tobii - Hotel Lobby - Single,ALBUM,"Music, R&B/Soul",Tobii,1,0.01314111111111111
,PLAYLIST,"Hip Hop/Rap, Music",ewshem,1,0.0175
,PLAYLIST,"Hip Hop/Rap, Music, Rap",deed0t,1,0.01968472222222222
,PLAYLIST,"Hip Hop/Rap, Music, New Age",Kam K,1,0.01969472222222222
,PLAYLIST,"Hip Hop/Rap, Music",Pozer,1,0.011772777777777778
Tems - Not An Angel - Single Radio,RADIO,"African, Afro-fusion, Afrobeats, Amapiano, Hip Hop/Rap, Music","Asake, Burna Boy, D Smoke, Fireboy DML, Tory Lanez",4,0.06864833333333334
Shoday & Ayo Maff - PURR Radio,RADIO,"African, Afrobeats, Music",Young Jonn,2,0.06772305555555555
Daniel Caesar - Son Of Spergy,ALBUM,"Music, R&B/Soul",Daniel Caesar,2,0.06770305555555556
Playboi Carti - MUSIC Radio,RADIO,"Hip Hop/Rap, Music","Future, Yung Kayo",2,0.06670888888888889
Lancey Foux & SINN6R - Female Top - Single,ALBUM,"Hip Hop/Rap, Music","Lancey Foux, SINN6R",2,0.06553972222222222
Metro Boomin - METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),ALBUM,"Hip Hop/Rap, Music","Lil Wayne, Metro Boomin, Offset, Swae Lee",1,0.06437416666666666
Yxng Bane - Cut Me Off (feat. D-Block Europe) - Single,ALBUM,"Hip Hop/Rap, Music",Yxng Bane,1,0.06356583333333334
Ibeyi & Pa Salieu - Made of Gold - Single,ALBUM,"Electronic, Music","Ibeyi, Pa Salieu",1,0.06353333333333333
Strandz - Diaspora Dance Music,ALBUM,"Alternative Rap, Hip Hop/Rap, Music, UK Hip Hop",Strandz,2,0.03012361111111111
Strandz - Diaspora Dance Music,ALBUM,"Alternative Rap, Hip Hop/Rap, Music",Strandz,1,0.03339138888888889
fakemink - I'm Dead - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.012795555555555555
fakemink - I'm Dead - Single,ALBUM,"Hip Hop/Rap, Music",fakemink,1,0.04845027777777778
Quancarlos - pbm in da mornin - Single,ALBUM,"Dance, Hip Hop/Rap, House, Music",Quancarlos,1,0.02109222222222222
Quancarlos - pbm in da mornin - Single,ALBUM,"Dance, Hip Hop/Rap, House, Music",Quancarlos,2,0.04011638888888889
Hardrock - Bleh - Single,ALBUM,"Hip Hop/Rap, Music",Hardrock,1,0.040724722222222225
Hardrock - Bleh - Single,ALBUM,"Hip Hop/Rap, Music",Hardrock,1,0.020305555555555556
Tory Lanez & Ozuna - Pa Mí - Single,ALBUM,"Latin, Latin Urban, Music","Ozuna, Tory Lanez",1,0.06019138888888889
Years & Years - Communion (Deluxe),ALBUM,"Electronic, Music",Years & Years,1,0.05982222222222222
Fimiguerrero - my bad bro - Single Radio,RADIO,"Hip Hop/Rap, Music, Rap","Central Cee, Lancey Foux, YT",2,0.05980527777777778
dirtbag exclusives - Iron Shell (feat. xkt_074) - Single,ALBUM,"Hip Hop/Rap, Music",dirtbag exclusives,2,0.030566666666666666
dirtbag exclusives - Iron Shell (feat. xkt_074) - Single,ALBUM,"Hip Hop/Rap, Music",dirtbag exclusives,2,0.028768055555555557
Drake - If You're Reading This It's Too Late,ALBUM,"Hip Hop/Rap, Music",Drake,1,0.059220277777777774
EsDeeKid - Century - Single,ALBUM,"Hip Hop/Rap, Music, Rap",EsDeeKid,1,0.029618333333333333
EsDeeKid - Century - Single,ALBUM,"Hip Hop/Rap, Music, Rap",EsDeeKid,1,0.01756777777777778
EsDeeKid - Century - Single,ALBUM,"Hip Hop/Rap, Music, Rap",EsDeeKid,1,0.011825555555555556
Stormzy - Heavy Is The Head,ALBUM,"Hip Hop/Rap, Music",Stormzy,1,0.0581875
Davido - FIA - Single,ALBUM,"African, Afrobeats, Music",Davido,1,0.057799444444444445
jjfinns - BOSSCALL,ALBUM,"Hip Hop/Rap, Music","Ceebo, Chefbkay, jjfinns",1,0.05695055555555555
JAE5 - Propeller (feat. Dave & BNXN fka Buju) - Single,ALBUM,"Hip Hop/Rap, Music",JAE5,1,0.056666666666666664
Maxo Kream - #Maxo187,ALBUM,"Hip Hop/Rap, Music",Maxo Kream,1,0.05638888888888889
fakemink - Snow White - Single Radio,RADIO,"Hip Hop/Rap, Music",Fimiguerrero,1,0.04505722222222222
fakemink - Snow White - Single Radio,RADIO,"Hip Hop/Rap, Music, Rap",EsDeeKid,1,0.011196944444444445
Hardy Caprio & One Acen - Best Life - Single,ALBUM,"Hip Hop/Rap, Music","Hardy Caprio, One Acen",1,0.05562916666666667
Ninho - M.I.L.S 2.0 Radio,RADIO,"France, Hip Hop/Rap, Music, World","Tiakola, Timal",2,0.05559222222222222
Mk.gee - Two Star & The Dream Police,ALBUM,"Alternative, Music",Mk.gee,1,0.05508194444444445
